A	B
0.1283	-123.18323
0.1284	-123.02188
0.1285	-122.86037
0.1286	-122.69871
0.1287	-122.53689
0.1288	-122.37493
0.1289	-122.21283
0.129	-122.05058
0.1291	-121.88819
0.1292	-121.72566
0.1293	-121.563
0.1294	-121.40021
0.1295	-121.23729
0.1296	-121.07425
0.1297	-120.91108
0.1298	-120.74779
0.1299	-120.58438
0.13	-120.42086
0.1301	-120.25723
0.1302	-120.09349
0.1303	-119.92964
0.1304	-119.76569
0.1305	-119.60164
0.1306	-119.4375
0.1307	-119.27326
0.1308	-119.10892
0.1309	-118.9445
0.131	-118.77999
0.1311	-118.6154
0.1312	-118.45072
0.1313	-118.28597
0.1314	-118.12114
0.1315	-117.95624
0.1316	-117.79126
0.1317	-117.62622
0.1318	-117.46111
0.1319	-117.29594
0.132	-117.1307
0.1321	-116.96541
0.1322	-116.80006
0.1323	-116.63465
0.1324	-116.46919
0.1325	-116.30368
0.1326	-116.13812
0.1327	-115.97251
0.1328	-115.80686
0.1329	-115.64116
0.133	-115.47542
0.1331	-115.30964
0.1332	-115.14382
0.1333	-114.97797
0.1334	-114.81208
0.1335	-114.64615
0.1336	-114.48019
0.1337	-114.3142
0.1338	-114.14817
0.1339	-113.98212
0.134	-113.81603
0.1341	-113.64992
0.1342	-113.48378
0.1343	-113.31762
0.1344	-113.15143
0.1345	-112.98521
0.1346	-112.81897
0.1347	-112.6527
0.1348	-112.48641
0.1349	-112.32009
0.135	-112.15376
0.1351	-111.98739
0.1352	-111.82101
0.1353	-111.6546
0.1354	-111.48816
0.1355	-111.32171
0.1356	-111.15523
0.1357	-110.98872
0.1358	-110.82219
0.1359	-110.65563
0.136	-110.48905
0.1361	-110.32244
0.1362	-110.15581
0.1363	-109.98914
0.1364	-109.82245
0.1365	-109.65573
0.1366	-109.48897
0.1367	-109.32219
0.1368	-109.15537
0.1369	-108.98852
0.137	-108.82163
0.1371	-108.6547
0.1372	-108.48774
0.1373	-108.32074
0.1374	-108.1537
0.1375	-107.98662
0.1376	-107.81949
0.1377	-107.65232
0.1378	-107.4851
0.1379	-107.31783
0.138	-107.15052
0.1381	-106.98315
0.1382	-106.81573
0.1383	-106.64825
0.1384	-106.48071
0.1385	-106.31312
0.1386	-106.14547
0.1387	-105.97775
0.1388	-105.80997
0.1389	-105.64212
0.139	-105.4742
0.1391	-105.30622
0.1392	-105.13816
0.1393	-104.97002
0.1394	-104.80181
0.1395	-104.63352
0.1396	-104.46515
0.1397	-104.2967
0.1398	-104.12816
0.1399	-103.95954
0.14	-103.79083
0.1401	-103.62203
0.1402	-103.45313
0.1403	-103.28414
0.1404	-103.11506
0.1405	-102.94587
0.1406	-102.77659
0.1407	-102.6072
0.1408	-102.43771
0.1409	-102.26812
0.141	-102.09841
0.1411	-101.9286
0.1412	-101.75868
0.1413	-101.58864
0.1414	-101.41849
0.1415	-101.24822
0.1416	-101.07784
0.1417	-100.90734
0.1418	-100.73672
0.1419	-100.56597
0.142	-100.39511
0.1421	-100.22412
0.1422	-100.053
0.1423	-99.88176
0.1424	-99.71039
0.1425	-99.53889
0.1426	-99.36726
0.1427	-99.1955
0.1428	-99.02361
0.1429	-98.85158
0.143	-98.67943
0.1431	-98.50714
0.1432	-98.33472
0.1433	-98.16216
0.1434	-97.98947
0.1435	-97.81664
0.1436	-97.64368
0.1437	-97.47058
0.1438	-97.29735
0.1439	-97.12398
0.144	-96.95048
0.1441	-96.77684
0.1442	-96.60306
0.1443	-96.42916
0.1444	-96.25511
0.1445	-96.08094
0.1446	-95.90663
0.1447	-95.73219
0.1448	-95.55761
0.1449	-95.38291
0.145	-95.20808
0.1451	-95.03312
0.1452	-94.85803
0.1453	-94.68281
0.1454	-94.50747
0.1455	-94.33201
0.1456	-94.15642
0.1457	-93.98072
0.1458	-93.80489
0.1459	-93.62895
0.146	-93.45289
0.1461	-93.27672
0.1462	-93.10043
0.1463	-92.92404
0.1464	-92.74754
0.1465	-92.57093
0.1466	-92.39422
0.1467	-92.21741
0.1468	-92.0405
0.1469	-91.86349
0.147	-91.68639
0.1471	-91.50919
0.1472	-91.33191
0.1473	-91.15454
0.1474	-90.97709
0.1475	-90.79956
0.1476	-90.62194
0.1477	-90.44426
0.1478	-90.2665
0.1479	-90.08867
0.148	-89.91077
0.1481	-89.73281
0.1482	-89.55479
0.1483	-89.37671
0.1484	-89.19858
0.1485	-89.02039
0.1486	-88.84216
0.1487	-88.66388
0.1488	-88.48556
0.1489	-88.30719
0.149	-88.1288
0.1491	-87.95037
0.1492	-87.7719
0.1493	-87.59342
0.1494	-87.41491
0.1495	-87.23637
0.1496	-87.05782
0.1497	-86.87926
0.1498	-86.70068
0.1499	-86.5221
0.15	-86.34351
0.1501	-86.16492
0.1502	-85.98633
0.1503	-85.80774
0.1504	-85.62916
0.1505	-85.45058
0.1506	-85.27202
0.1507	-85.09348
0.1508	-84.91495
0.1509	-84.73644
0.151	-84.55796
0.1511	-84.3795
0.1512	-84.20106
0.1513	-84.02266
0.1514	-83.84429
0.1515	-83.66595
0.1516	-83.48765
0.1517	-83.3094
0.1518	-83.13118
0.1519	-82.953
0.152	-82.77487
0.1521	-82.59679
0.1522	-82.41875
0.1523	-82.24077
0.1524	-82.06283
0.1525	-81.88495
0.1526	-81.70713
0.1527	-81.52936
0.1528	-81.35164
0.1529	-81.17399
0.153	-80.99639
0.1531	-80.81886
0.1532	-80.64139
0.1533	-80.46397
0.1534	-80.28662
0.1535	-80.10934
0.1536	-79.93211
0.1537	-79.75495
0.1538	-79.57786
0.1539	-79.40082
0.154	-79.22386
0.1541	-79.04695
0.1542	-78.87011
0.1543	-78.69333
0.1544	-78.51662
0.1545	-78.33997
0.1546	-78.16338
0.1547	-77.98685
0.1548	-77.81038
0.1549	-77.63397
0.155	-77.45763
0.1551	-77.28133
0.1552	-77.1051
0.1553	-76.92892
0.1554	-76.75279
0.1555	-76.57672
0.1556	-76.40069
0.1557	-76.22472
0.1558	-76.04879
0.1559	-75.87291
0.156	-75.69708
0.1561	-75.52128
0.1562	-75.34552
0.1563	-75.16981
0.1564	-74.99412
0.1565	-74.81847
0.1566	-74.64285
0.1567	-74.46726
0.1568	-74.2917
0.1569	-74.11616
0.157	-73.94064
0.1571	-73.76513
0.1572	-73.58965
0.1573	-73.41417
0.1574	-73.2387
0.1575	-73.06325
0.1576	-72.88779
0.1577	-72.71234
0.1578	-72.53688
0.1579	-72.36142
0.158	-72.18595
0.1581	-72.01046
0.1582	-71.83497
0.1583	-71.65945
0.1584	-71.48391
0.1585	-71.30835
0.1586	-71.13277
0.1587	-70.95715
0.1588	-70.78149
0.1589	-70.6058
0.159	-70.43007
0.1591	-70.2543
0.1592	-70.07847
0.1593	-69.9026
0.1594	-69.72667
0.1595	-69.55069
0.1596	-69.37465
0.1597	-69.19854
0.1598	-69.02236
0.1599	-68.84612
0.16	-68.6698
0.1601	-68.49341
0.1602	-68.31694
0.1603	-68.14038
0.1604	-67.96375
0.1605	-67.78702
0.1606	-67.6102
0.1607	-67.43329
0.1608	-67.25628
0.1609	-67.07917
0.161	-66.90196
0.1611	-66.72465
0.1612	-66.54723
0.1613	-66.3697
0.1614	-66.19206
0.1615	-66.0143
0.1616	-65.83643
0.1617	-65.65844
0.1618	-65.48032
0.1619	-65.30209
0.162	-65.12373
0.1621	-64.94525
0.1622	-64.76663
0.1623	-64.58789
0.1624	-64.40902
0.1625	-64.23001
0.1626	-64.05087
0.1627	-63.8716
0.1628	-63.69219
0.1629	-63.51264
0.163	-63.33295
0.1631	-63.15313
0.1632	-62.97317
0.1633	-62.79306
0.1634	-62.61282
0.1635	-62.43243
0.1636	-62.25191
0.1637	-62.07124
0.1638	-61.89043
0.1639	-61.70948
0.164	-61.52839
0.1641	-61.34716
0.1642	-61.1658
0.1643	-60.98429
0.1644	-60.80264
0.1645	-60.62085
0.1646	-60.43893
0.1647	-60.25688
0.1648	-60.07468
0.1649	-59.89236
0.165	-59.7099
0.1651	-59.52732
0.1652	-59.3446
0.1653	-59.16176
0.1654	-58.97879
0.1655	-58.7957
0.1656	-58.61249
0.1657	-58.42916
0.1658	-58.24572
0.1659	-58.06216
0.166	-57.87849
0.1661	-57.69471
0.1662	-57.51082
0.1663	-57.32683
0.1664	-57.14274
0.1665	-56.95855
0.1666	-56.77427
0.1667	-56.5899
0.1668	-56.40543
0.1669	-56.22088
0.167	-56.03625
0.1671	-55.85155
0.1672	-55.66676
0.1673	-55.48191
0.1674	-55.29698
0.1675	-55.112
0.1676	-54.92695
0.1677	-54.74184
0.1678	-54.55669
0.1679	-54.37148
0.168	-54.18622
0.1681	-54.00093
0.1682	-53.81559
0.1683	-53.63023
0.1684	-53.44483
0.1685	-53.25941
0.1686	-53.07396
0.1687	-52.8885
0.1688	-52.70302
0.1689	-52.51753
0.169	-52.33203
0.1691	-52.14653
0.1692	-51.96103
0.1693	-51.77554
0.1694	-51.59006
0.1695	-51.40458
0.1696	-51.21913
0.1697	-51.03369
0.1698	-50.84828
0.1699	-50.6629
0.17	-50.47754
0.1701	-50.29222
0.1702	-50.10694
0.1703	-49.9217
0.1704	-49.73651
0.1705	-49.55136
0.1706	-49.36626
0.1707	-49.18122
0.1708	-48.99623
0.1709	-48.81131
0.171	-48.62644
0.1711	-48.44164
0.1712	-48.25691
0.1713	-48.07225
0.1714	-47.88767
0.1715	-47.70316
0.1716	-47.51872
0.1717	-47.33437
0.1718	-47.1501
0.1719	-46.96591
0.172	-46.7818
0.1721	-46.59778
0.1722	-46.41386
0.1723	-46.23002
0.1724	-46.04627
0.1725	-45.86261
0.1726	-45.67905
0.1727	-45.49558
0.1728	-45.31221
0.1729	-45.12893
0.173	-44.94574
0.1731	-44.76266
0.1732	-44.57967
0.1733	-44.39677
0.1734	-44.21398
0.1735	-44.03127
0.1736	-43.84867
0.1737	-43.66616
0.1738	-43.48374
0.1739	-43.30142
0.174	-43.11919
0.1741	-42.93706
0.1742	-42.75501
0.1743	-42.57306
0.1744	-42.39119
0.1745	-42.20941
0.1746	-42.02771
0.1747	-41.8461
0.1748	-41.66457
0.1749	-41.48312
0.175	-41.30175
0.1751	-41.12045
0.1752	-40.93922
0.1753	-40.75807
0.1754	-40.57698
0.1755	-40.39595
0.1756	-40.21499
0.1757	-40.03409
0.1758	-39.85324
0.1759	-39.67245
0.176	-39.4917
0.1761	-39.311
0.1762	-39.13034
0.1763	-38.94973
0.1764	-38.76914
0.1765	-38.58859
0.1766	-38.40807
0.1767	-38.22757
0.1768	-38.04709
0.1769	-37.86663
0.177	-37.68618
0.1771	-37.50574
0.1772	-37.3253
0.1773	-37.14486
0.1774	-36.96441
0.1775	-36.78396
0.1776	-36.60349
0.1777	-36.42301
0.1778	-36.2425
0.1779	-36.06196
0.178	-35.8814
0.1781	-35.70079
0.1782	-35.52015
0.1783	-35.33946
0.1784	-35.15873
0.1785	-34.97793
0.1786	-34.79708
0.1787	-34.61617
0.1788	-34.43518
0.1789	-34.25413
0.179	-34.073
0.1791	-33.89178
0.1792	-33.71048
0.1793	-33.52909
0.1794	-33.3476
0.1795	-33.16602
0.1796	-32.98433
0.1797	-32.80253
0.1798	-32.62062
0.1799	-32.4386
0.18	-32.25645
0.1801	-32.07418
0.1802	-31.89177
0.1803	-31.70924
0.1804	-31.52657
0.1805	-31.34376
0.1806	-31.1608
0.1807	-30.9777
0.1808	-30.79445
0.1809	-30.61104
0.181	-30.42747
0.1811	-30.24375
0.1812	-30.05986
0.1813	-29.8758
0.1814	-29.69157
0.1815	-29.50717
0.1816	-29.32259
0.1817	-29.13783
0.1818	-28.9529
0.1819	-28.76778
0.182	-28.58248
0.1821	-28.39699
0.1822	-28.21131
0.1823	-28.02544
0.1824	-27.83938
0.1825	-27.65313
0.1826	-27.46668
0.1827	-27.28003
0.1828	-27.09319
0.1829	-26.90615
0.183	-26.71892
0.1831	-26.53148
0.1832	-26.34385
0.1833	-26.15602
0.1834	-25.96798
0.1835	-25.77975
0.1836	-25.59132
0.1837	-25.40269
0.1838	-25.21387
0.1839	-25.02484
0.184	-24.83562
0.1841	-24.64621
0.1842	-24.4566
0.1843	-24.2668
0.1844	-24.0768
0.1845	-23.88662
0.1846	-23.69626
0.1847	-23.5057
0.1848	-23.31497
0.1849	-23.12405
0.185	-22.93295
0.1851	-22.74168
0.1852	-22.55024
0.1853	-22.35862
0.1854	-22.16684
0.1855	-21.9749
0.1856	-21.7828
0.1857	-21.59053
0.1858	-21.39812
0.1859	-21.20556
0.186	-21.01285
0.1861	-20.82
0.1862	-20.62701
0.1863	-20.43388
0.1864	-20.24063
0.1865	-20.04726
0.1866	-19.85376
0.1867	-19.66015
0.1868	-19.46642
0.1869	-19.27259
0.187	-19.07866
0.1871	-18.88463
0.1872	-18.69051
0.1873	-18.49631
0.1874	-18.30202
0.1875	-18.10765
0.1876	-17.91322
0.1877	-17.71871
0.1878	-17.52415
0.1879	-17.32953
0.188	-17.13486
0.1881	-16.94014
0.1882	-16.74539
0.1883	-16.5506
0.1884	-16.35578
0.1885	-16.16093
0.1886	-15.96607
0.1887	-15.77119
0.1888	-15.57631
0.1889	-15.38142
0.189	-15.18654
0.1891	-14.99166
0.1892	-14.79679
0.1893	-14.60194
0.1894	-14.40711
0.1895	-14.21231
0.1896	-14.01754
0.1897	-13.82281
0.1898	-13.62811
0.1899	-13.43347
0.19	-13.23887
0.1901	-13.04433
0.1902	-12.84984
0.1903	-12.65542
0.1904	-12.46106
0.1905	-12.26678
0.1906	-12.07257
0.1907	-11.87844
0.1908	-11.68439
0.1909	-11.49042
0.191	-11.29654
0.1911	-11.10276
0.1912	-10.90907
0.1913	-10.71547
0.1914	-10.52198
0.1915	-10.32858
0.1916	-10.13529
0.1917	-9.94211
0.1918	-9.74904
0.1919	-9.55608
0.192	-9.36323
0.1921	-9.1705
0.1922	-8.97788
0.1923	-8.78537
0.1924	-8.59299
0.1925	-8.40072
0.1926	-8.20857
0.1927	-8.01654
0.1928	-7.82464
0.1929	-7.63285
0.193	-7.44118
0.1931	-7.24964
0.1932	-7.05821
0.1933	-6.8669
0.1934	-6.67571
0.1935	-6.48464
0.1936	-6.29369
0.1937	-6.10285
0.1938	-5.91212
0.1939	-5.72151
0.194	-5.53101
0.1941	-5.34061
0.1942	-5.15033
0.1943	-4.96015
0.1944	-4.77007
0.1945	-4.58009
0.1946	-4.39021
0.1947	-4.20042
0.1948	-4.01073
0.1949	-3.82112
0.195	-3.6316
0.1951	-3.44216
0.1952	-3.2528
0.1953	-3.06351
0.1954	-2.87429
0.1955	-2.68514
0.1956	-2.49606
0.1957	-2.30703
0.1958	-2.11806
0.1959	-1.92914
0.196	-1.74026
0.1961	-1.55142
0.1962	-1.36263
0.1963	-1.17386
0.1964	-0.98512
0.1965	-0.7964
0.1966	-0.6077
0.1967	-0.41901
0.1968	-0.23033
0.1969	-0.04165
0.197	0.14703
0.1971	0.33573
0.1972	0.52444
0.1973	0.71316
0.1974	0.90192
0.1975	1.0907
0.1976	1.27952
0.1977	1.46838
0.1978	1.65729
0.1979	1.84626
0.198	2.03528
0.1981	2.22436
0.1982	2.41352
0.1983	2.60275
0.1984	2.79207
0.1985	2.98147
0.1986	3.17096
0.1987	3.36056
0.1988	3.55025
0.1989	3.74006
0.199	3.92998
0.1991	4.12002
0.1992	4.31019
0.1993	4.50048
0.1994	4.69092
0.1995	4.8815
0.1996	5.07222
0.1997	5.26309
0.1998	5.45413
0.1999	5.64532
0.2	5.83668
0.2001	6.02822
0.2002	6.21993
0.2003	6.41182
0.2004	6.6039
0.2005	6.79616
0.2006	6.98863
0.2007	7.18129
0.2008	7.37415
0.2009	7.56722
0.201	7.7605
0.2011	7.954
0.2012	8.14771
0.2013	8.34165
0.2014	8.53581
0.2015	8.7302
0.2016	8.92482
0.2017	9.11967
0.2018	9.31476
0.2019	9.51009
0.202	9.70567
0.2021	9.90148
0.2022	10.09755
0.2023	10.29386
0.2024	10.49042
0.2025	10.68724
0.2026	10.88431
0.2027	11.08163
0.2028	11.27921
0.2029	11.47705
0.203	11.67515
0.2031	11.87351
0.2032	12.07213
0.2033	12.271
0.2034	12.47014
0.2035	12.66954
0.2036	12.8692
0.2037	13.06912
0.2038	13.2693
0.2039	13.46974
0.204	13.67044
0.2041	13.87139
0.2042	14.0726
0.2043	14.27407
0.2044	14.4758
0.2045	14.67777
0.2046	14.88
0.2047	15.08248
0.2048	15.2852
0.2049	15.48817
0.205	15.69138
0.2051	15.89484
0.2052	16.09853
0.2053	16.30246
0.2054	16.50662
0.2055	16.71101
0.2056	16.91563
0.2057	17.12047
0.2058	17.32554
0.2059	17.53082
0.206	17.73631
0.2061	17.94202
0.2062	18.14793
0.2063	18.35405
0.2064	18.56037
0.2065	18.76688
0.2066	18.97358
0.2067	19.18047
0.2068	19.38755
0.2069	19.59481
0.207	19.80224
0.2071	20.00984
0.2072	20.21761
0.2073	20.42554
0.2074	20.63363
0.2075	20.84188
0.2076	21.05027
0.2077	21.25882
0.2078	21.4675
0.2079	21.67632
0.208	21.88527
0.2081	22.09435
0.2082	22.30356
0.2083	22.51288
0.2084	22.72232
0.2085	22.93187
0.2086	23.14153
0.2087	23.35129
0.2088	23.56116
0.2089	23.77111
0.209	23.98116
0.2091	24.1913
0.2092	24.40151
0.2093	24.61181
0.2094	24.82219
0.2095	25.03264
0.2096	25.24316
0.2097	25.45374
0.2098	25.66439
0.2099	25.87509
0.21	26.08586
0.2101	26.29668
0.2102	26.50755
0.2103	26.71847
0.2104	26.92943
0.2105	27.14044
0.2106	27.35149
0.2107	27.56259
0.2108	27.77372
0.2109	27.98488
0.211	28.19609
0.2111	28.40732
0.2112	28.61859
0.2113	28.82989
0.2114	29.04122
0.2115	29.25258
0.2116	29.46396
0.2117	29.67538
0.2118	29.88682
0.2119	30.09829
0.212	30.30979
0.2121	30.52132
0.2122	30.73288
0.2123	30.94447
0.2124	31.15608
0.2125	31.36773
0.2126	31.57941
0.2127	31.79113
0.2128	32.00287
0.2129	32.21466
0.213	32.42648
0.2131	32.63835
0.2132	32.85025
0.2133	33.0622
0.2134	33.2742
0.2135	33.48625
0.2136	33.69835
0.2137	33.91051
0.2138	34.12272
0.2139	34.335
0.214	34.54734
0.2141	34.75975
0.2142	34.97223
0.2143	35.18479
0.2144	35.39743
0.2145	35.61016
0.2146	35.82297
0.2147	36.03587
0.2148	36.24888
0.2149	36.46198
0.215	36.6752
0.2151	36.88852
0.2152	37.10196
0.2153	37.31553
0.2154	37.52922
0.2155	37.74304
0.2156	37.957
0.2157	38.17111
0.2158	38.38536
0.2159	38.59977
0.216	38.81434
0.2161	39.02908
0.2162	39.24399
0.2163	39.45908
0.2164	39.67435
0.2165	39.88981
0.2166	40.10547
0.2167	40.32133
0.2168	40.5374
0.2169	40.75368
0.217	40.97019
0.2171	41.18693
0.2172	41.4039
0.2173	41.62111
0.2174	41.83857
0.2175	42.05628
0.2176	42.27425
0.2177	42.49249
0.2178	42.711
0.2179	42.92979
0.218	43.14886
0.2181	43.36823
0.2182	43.5879
0.2183	43.80787
0.2184	44.02815
0.2185	44.24875
0.2186	44.46967
0.2187	44.69092
0.2188	44.91251
0.2189	45.13444
0.219	45.35672
0.2191	45.57935
0.2192	45.80234
0.2193	46.02569
0.2194	46.24942
0.2195	46.47352
0.2196	46.69801
0.2197	46.92288
0.2198	47.14814
0.2199	47.37381
0.22	47.59987
0.2201	47.82635
0.2202	48.05323
0.2203	48.28054
0.2204	48.50826
0.2205	48.73642
0.2206	48.965
0.2207	49.19402
0.2208	49.42348
0.2209	49.65338
0.221	49.88373
0.2211	50.11453
0.2212	50.34578
0.2213	50.57749
0.2214	50.80967
0.2215	51.0423
0.2216	51.2754
0.2217	51.50897
0.2218	51.74302
0.2219	51.97754
0.222	52.21253
0.2221	52.448
0.2222	52.68395
0.2223	52.92039
0.2224	53.1573
0.2225	53.3947
0.2226	53.63259
0.2227	53.87096
0.2228	54.10982
0.2229	54.34917
0.223	54.589
0.2231	54.82933
0.2232	55.07014
0.2233	55.31144
0.2234	55.55322
0.2235	55.79549
0.2236	56.03825
0.2237	56.28149
0.2238	56.52521
0.2239	56.76941
0.224	57.0141
0.2241	57.25926
0.2242	57.5049
0.2243	57.75101
0.2244	57.99759
0.2245	58.24465
0.2246	58.49216
0.2247	58.74014
0.2248	58.98858
0.2249	59.23747
0.225	59.48682
0.2251	59.73661
0.2252	59.98685
0.2253	60.23753
0.2254	60.48865
0.2255	60.74019
0.2256	60.99216
0.2257	61.24456
0.2258	61.49737
0.2259	61.75059
0.226	62.00421
0.2261	62.25824
0.2262	62.51266
0.2263	62.76747
0.2264	63.02266
0.2265	63.27823
0.2266	63.53417
0.2267	63.79047
0.2268	64.04712
0.2269	64.30413
0.227	64.56148
0.2271	64.81917
0.2272	65.07718
0.2273	65.33551
0.2274	65.59416
0.2275	65.85312
0.2276	66.11237
0.2277	66.37191
0.2278	66.63174
0.2279	66.89184
0.228	67.15221
0.2281	67.41283
0.2282	67.67371
0.2283	67.93483
0.2284	68.19618
0.2285	68.45775
0.2286	68.71954
0.2287	68.98154
0.2288	69.24374
0.2289	69.50613
0.229	69.7687
0.2291	70.03144
0.2292	70.29435
0.2293	70.55741
0.2294	70.82062
0.2295	71.08396
0.2296	71.34743
0.2297	71.61102
0.2298	71.87472
0.2299	72.13852
0.23	72.40241
0.2301	72.66638
0.2302	72.93043
0.2303	73.19454
0.2304	73.45871
0.2305	73.72292
0.2306	73.98717
0.2307	74.25144
0.2308	74.51574
0.2309	74.78005
0.231	75.04435
0.2311	75.30865
0.2312	75.57294
0.2313	75.83719
0.2314	76.10142
0.2315	76.3656
0.2316	76.62973
0.2317	76.8938
0.2318	77.1578
0.2319	77.42173
0.232	77.68557
0.2321	77.94932
0.2322	78.21297
0.2323	78.4765
0.2324	78.73992
0.2325	79.00322
0.2326	79.26638
0.2327	79.5294
0.2328	79.79228
0.2329	80.055
0.233	80.31755
0.2331	80.57994
0.2332	80.84215
0.2333	81.10417
0.2334	81.366
0.2335	81.62764
0.2336	81.88907
0.2337	82.15029
0.2338	82.41129
0.2339	82.67207
0.234	82.93262
0.2341	83.19293
0.2342	83.453
0.2343	83.71283
0.2344	83.9724
0.2345	84.23171
0.2346	84.49076
0.2347	84.74955
0.2348	85.00805
0.2349	85.26629
0.235	85.52423
0.2351	85.78189
0.2352	86.03926
0.2353	86.29634
0.2354	86.55311
0.2355	86.80959
0.2356	87.06575
0.2357	87.3216
0.2358	87.57714
0.2359	87.83237
0.236	88.08727
0.2361	88.34185
0.2362	88.59611
0.2363	88.85004
0.2364	89.10363
0.2365	89.3569
0.2366	89.60983
0.2367	89.86242
0.2368	90.11468
0.2369	90.3666
0.237	90.61818
0.2371	90.86941
0.2372	91.1203
0.2373	91.37085
0.2374	91.62106
0.2375	91.87092
0.2376	92.12043
0.2377	92.3696
0.2378	92.61843
0.2379	92.86691
0.238	93.11505
0.2381	93.36284
0.2382	93.61029
0.2383	93.85739
0.2384	94.10416
0.2385	94.35058
0.2386	94.59666
0.2387	94.84241
0.2388	95.08782
0.2389	95.3329
0.239	95.57764
0.2391	95.82205
0.2392	96.06613
0.2393	96.30989
0.2394	96.55332
0.2395	96.79643
0.2396	97.03923
0.2397	97.2817
0.2398	97.52387
0.2399	97.76572
0.24	98.00727
0.2401	98.24851
0.2402	98.48946
0.2403	98.7301
0.2404	98.97046
0.2405	99.21052
0.2406	99.4503
0.2407	99.6898
0.2408	99.92902
0.2409	100.16797
0.241	100.40665
0.2411	100.64506
0.2412	100.88322
0.2413	101.12112
0.2414	101.35877
0.2415	101.59617
0.2416	101.83333
0.2417	102.07025
0.2418	102.30695
0.2419	102.54341
0.242	102.77966
0.2421	103.01568
0.2422	103.2515
0.2423	103.48711
0.2424	103.72252
0.2425	103.95773
0.2426	104.19275
0.2427	104.42759
0.2428	104.66225
0.2429	104.89673
0.243	105.13105
0.2431	105.3652
0.2432	105.5992
0.2433	105.83304
0.2434	106.06674
0.2435	106.3003
0.2436	106.53372
0.2437	106.76701
0.2438	107.00018
0.2439	107.23323
0.244	107.46617
0.2441	107.699
0.2442	107.93173
0.2443	108.16437
0.2444	108.39691
0.2445	108.62938
0.2446	108.86176
0.2447	109.09407
0.2448	109.32632
0.2449	109.5585
0.245	109.79062
0.2451	110.0227
0.2452	110.25473
0.2453	110.48672
0.2454	110.71868
0.2455	110.9506
0.2456	111.18251
0.2457	111.4144
0.2458	111.64627
0.2459	111.87813
0.246	112.11
0.2461	112.34186
0.2462	112.57373
0.2463	112.80562
0.2464	113.03752
0.2465	113.26945
0.2466	113.5014
0.2467	113.73339
0.2468	113.96541
0.2469	114.19747
0.247	114.42958
0.2471	114.66174
0.2472	114.89396
0.2473	115.12623
0.2474	115.35857
0.2475	115.59097
0.2476	115.82345
0.2477	116.05601
0.2478	116.28864
0.2479	116.52136
0.248	116.75417
0.2481	116.98707
0.2482	117.22006
0.2483	117.45316
0.2484	117.68636
0.2485	117.91966
0.2486	118.15307
0.2487	118.3866
0.2488	118.62025
0.2489	118.85401
0.249	119.0879
0.2491	119.32191
0.2492	119.55605
0.2493	119.79033
0.2494	120.02474
0.2495	120.25928
0.2496	120.49397
0.2497	120.7288
0.2498	120.96378
0.2499	121.1989
0.25	121.43418
0.2501	121.6696
0.2502	121.90519
0.2503	122.14093
0.2504	122.37682
0.2505	122.61289
0.2506	122.84911
0.2507	123.0855
0.2508	123.32206
0.2509	123.55879
0.251	123.79569
0.2511	124.03276
0.2512	124.27
0.2513	124.50743
0.2514	124.74503
0.2515	124.98281
0.2516	125.22077
0.2517	125.45892
0.2518	125.69725
0.2519	125.93576
0.252	126.17446
0.2521	126.41335
0.2522	126.65243
0.2523	126.89171
0.2524	127.13117
0.2525	127.37083
0.2526	127.61068
0.2527	127.85072
0.2528	128.09097
0.2529	128.33141
0.253	128.57206
0.2531	128.8129
0.2532	129.05394
0.2533	129.29519
0.2534	129.53665
0.2535	129.7783
0.2536	130.02017
0.2537	130.26224
0.2538	130.50452
0.2539	130.74701
0.254	130.98972
0.2541	131.23263
0.2542	131.47576
0.2543	131.71911
0.2544	131.96267
0.2545	132.20645
0.2546	132.45044
0.2547	132.69466
0.2548	132.9391
0.2549	133.18376
0.255	133.42865
0.2551	133.67377
0.2552	133.91911
0.2553	134.16468
0.2554	134.41048
0.2555	134.65652
0.2556	134.90279
0.2557	135.1493
0.2558	135.39604
0.2559	135.64303
0.256	135.89025
0.2561	136.13773
0.2562	136.38545
0.2563	136.63341
0.2564	136.88163
0.2565	137.1301
0.2566	137.37883
0.2567	137.62781
0.2568	137.87706
0.2569	138.12656
0.257	138.37634
0.2571	138.62638
0.2572	138.87669
0.2573	139.12727
0.2574	139.37814
0.2575	139.62928
0.2576	139.8807
0.2577	140.13241
0.2578	140.38441
0.2579	140.6367
0.258	140.88929
0.2581	141.14218
0.2582	141.39537
0.2583	141.64886
0.2584	141.90267
0.2585	142.15679
0.2586	142.41123
0.2587	142.66599
0.2588	142.92107
0.2589	143.17649
0.259	143.43223
0.2591	143.68832
0.2592	143.94475
0.2593	144.20152
0.2594	144.45865
0.2595	144.71613
0.2596	144.97397
0.2597	145.23218
0.2598	145.49076
0.2599	145.74971
0.26	146.00903
0.2601	146.26875
0.2602	146.52885
0.2603	146.78935
0.2604	147.05024
0.2605	147.31154
0.2606	147.57325
0.2607	147.83538
0.2608	148.09793
0.2609	148.3609
0.261	148.6243
0.2611	148.88814
0.2612	149.15242
0.2613	149.41715
0.2614	149.68234
0.2615	149.94798
0.2616	150.21409
0.2617	150.48067
0.2618	150.74772
0.2619	151.01526
0.262	151.28329
0.2621	151.55182
0.2622	151.82084
0.2623	152.09037
0.2624	152.36041
0.2625	152.63098
0.2626	152.90206
0.2627	153.17368
0.2628	153.44584
