dist	field
0.1284	-121.08485
0.1285	-120.91405
0.1286	-120.74322
0.1287	-120.57237
0.1288	-120.40148
0.1289	-120.23057
0.129	-120.05963
0.1291	-119.88865
0.1292	-119.71765
0.1293	-119.54662
0.1294	-119.37556
0.1295	-119.20447
0.1296	-119.03335
0.1297	-118.8622
0.1298	-118.69103
0.1299	-118.51982
0.13	-118.34858
0.1301	-118.17732
0.1302	-118.00602
0.1303	-117.8347
0.1304	-117.66335
0.1305	-117.49196
0.1306	-117.32055
0.1307	-117.14911
0.1308	-116.97763
0.1309	-116.80613
0.131	-116.6346
0.1311	-116.46304
0.1312	-116.29145
0.1313	-116.11983
0.1314	-115.94818
0.1315	-115.7765
0.1316	-115.60479
0.1317	-115.43305
0.1318	-115.26128
0.1319	-115.08948
0.132	-114.91765
0.1321	-114.74579
0.1322	-114.57391
0.1323	-114.40199
0.1324	-114.23004
0.1325	-114.05806
0.1326	-113.88605
0.1327	-113.71402
0.1328	-113.54195
0.1329	-113.36985
0.133	-113.19772
0.1331	-113.02556
0.1332	-112.85338
0.1333	-112.68116
0.1334	-112.50891
0.1335	-112.33663
0.1336	-112.16432
0.1337	-111.99198
0.1338	-111.81961
0.1339	-111.64721
0.134	-111.47478
0.1341	-111.30232
0.1342	-111.12983
0.1343	-110.95731
0.1344	-110.78476
0.1345	-110.61218
0.1346	-110.43957
0.1347	-110.26693
0.1348	-110.09425
0.1349	-109.92155
0.135	-109.74882
0.1351	-109.57605
0.1352	-109.40326
0.1353	-109.23043
0.1354	-109.05758
0.1355	-108.88469
0.1356	-108.71178
0.1357	-108.53883
0.1358	-108.36585
0.1359	-108.19284
0.136	-108.0198
0.1361	-107.84673
0.1362	-107.67363
0.1363	-107.5005
0.1364	-107.32734
0.1365	-107.15414
0.1366	-106.98092
0.1367	-106.80766
0.1368	-106.63438
0.1369	-106.46106
0.137	-106.28771
0.1371	-106.11433
0.1372	-105.94092
0.1373	-105.76748
0.1374	-105.59401
0.1375	-105.42051
0.1376	-105.24697
0.1377	-105.07341
0.1378	-104.89981
0.1379	-104.72618
0.138	-104.55252
0.1381	-104.37883
0.1382	-104.20511
0.1383	-104.03136
0.1384	-103.85758
0.1385	-103.68376
0.1386	-103.50992
0.1387	-103.33604
0.1388	-103.16213
0.1389	-102.98819
0.139	-102.81422
0.1391	-102.64021
0.1392	-102.46618
0.1393	-102.29211
0.1394	-102.11802
0.1395	-101.94389
0.1396	-101.76973
0.1397	-101.59553
0.1398	-101.42131
0.1399	-101.24705
0.14	-101.07277
0.1401	-100.89845
0.1402	-100.7241
0.1403	-100.54972
0.1404	-100.3753
0.1405	-100.20086
0.1406	-100.02638
0.1407	-99.85187
0.1408	-99.67733
0.1409	-99.50275
0.141	-99.32815
0.1411	-99.15351
0.1412	-98.97884
0.1413	-98.80414
0.1414	-98.62941
0.1415	-98.45464
0.1416	-98.27985
0.1417	-98.10502
0.1418	-97.93016
0.1419	-97.75526
0.142	-97.58034
0.1421	-97.40538
0.1422	-97.23039
0.1423	-97.05537
0.1424	-96.88031
0.1425	-96.70523
0.1426	-96.53011
0.1427	-96.35496
0.1428	-96.17977
0.1429	-96.00456
0.143	-95.82931
0.1431	-95.65403
0.1432	-95.47871
0.1433	-95.30337
0.1434	-95.12799
0.1435	-94.95258
0.1436	-94.77713
0.1437	-94.60166
0.1438	-94.42615
0.1439	-94.25061
0.144	-94.07503
0.1441	-93.89943
0.1442	-93.72379
0.1443	-93.54812
0.1444	-93.37241
0.1445	-93.19667
0.1446	-93.0209
0.1447	-92.8451
0.1448	-92.66926
0.1449	-92.49339
0.145	-92.31749
0.1451	-92.14156
0.1452	-91.96559
0.1453	-91.78959
0.1454	-91.61355
0.1455	-91.43749
0.1456	-91.26139
0.1457	-91.08525
0.1458	-90.90909
0.1459	-90.73289
0.146	-90.55665
0.1461	-90.38039
0.1462	-90.20409
0.1463	-90.02776
0.1464	-89.85139
0.1465	-89.67499
0.1466	-89.49856
0.1467	-89.32209
0.1468	-89.14559
0.1469	-88.96906
0.147	-88.79249
0.1471	-88.61589
0.1472	-88.43926
0.1473	-88.26259
0.1474	-88.08589
0.1475	-87.90916
0.1476	-87.73239
0.1477	-87.55559
0.1478	-87.37875
0.1479	-87.20189
0.148	-87.02498
0.1481	-86.84805
0.1482	-86.67108
0.1483	-86.49407
0.1484	-86.31703
0.1485	-86.13996
0.1486	-85.96286
0.1487	-85.78572
0.1488	-85.60854
0.1489	-85.43134
0.149	-85.25409
0.1491	-85.07682
0.1492	-84.89951
0.1493	-84.72216
0.1494	-84.54479
0.1495	-84.36737
0.1496	-84.18993
0.1497	-84.01245
0.1498	-83.83493
0.1499	-83.65738
0.15	-83.4798
0.1501	-83.30218
0.1502	-83.12453
0.1503	-82.94684
0.1504	-82.76912
0.1505	-82.59137
0.1506	-82.41358
0.1507	-82.23575
0.1508	-82.05789
0.1509	-81.88
0.151	-81.70207
0.1511	-81.52411
0.1512	-81.34611
0.1513	-81.16808
0.1514	-80.99001
0.1515	-80.81191
0.1516	-80.63377
0.1517	-80.4556
0.1518	-80.27739
0.1519	-80.09915
0.152	-79.92088
0.1521	-79.74257
0.1522	-79.56422
0.1523	-79.38584
0.1524	-79.20742
0.1525	-79.02897
0.1526	-78.85049
0.1527	-78.67196
0.1528	-78.49341
0.1529	-78.31482
0.153	-78.13619
0.1531	-77.95753
0.1532	-77.77883
0.1533	-77.6001
0.1534	-77.42133
0.1535	-77.24253
0.1536	-77.06369
0.1537	-76.88481
0.1538	-76.7059
0.1539	-76.52696
0.154	-76.34798
0.1541	-76.16896
0.1542	-75.98991
0.1543	-75.81082
0.1544	-75.6317
0.1545	-75.45254
0.1546	-75.27335
0.1547	-75.09412
0.1548	-74.91485
0.1549	-74.73555
0.155	-74.55621
0.1551	-74.37684
0.1552	-74.19743
0.1553	-74.01798
0.1554	-73.8385
0.1555	-73.65899
0.1556	-73.47943
0.1557	-73.29984
0.1558	-73.12022
0.1559	-72.94056
0.156	-72.76086
0.1561	-72.58113
0.1562	-72.40136
0.1563	-72.22155
0.1564	-72.04171
0.1565	-71.86183
0.1566	-71.68191
0.1567	-71.50196
0.1568	-71.32197
0.1569	-71.14195
0.157	-70.96189
0.1571	-70.78179
0.1572	-70.60166
0.1573	-70.42149
0.1574	-70.24128
0.1575	-70.06104
0.1576	-69.88075
0.1577	-69.70044
0.1578	-69.52008
0.1579	-69.33969
0.158	-69.15927
0.1581	-68.9788
0.1582	-68.7983
0.1583	-68.61776
0.1584	-68.43719
0.1585	-68.25657
0.1586	-68.07593
0.1587	-67.89524
0.1588	-67.71452
0.1589	-67.53376
0.159	-67.35296
0.1591	-67.17212
0.1592	-66.99125
0.1593	-66.81034
0.1594	-66.6294
0.1595	-66.44841
0.1596	-66.26739
0.1597	-66.08633
0.1598	-65.90524
0.1599	-65.7241
0.16	-65.54293
0.1601	-65.36173
0.1602	-65.18048
0.1603	-64.9992
0.1604	-64.81787
0.1605	-64.63652
0.1606	-64.45512
0.1607	-64.27369
0.1608	-64.09221
0.1609	-63.9107
0.161	-63.72916
0.1611	-63.54757
0.1612	-63.36595
0.1613	-63.18429
0.1614	-63.00259
0.1615	-62.82085
0.1616	-62.63907
0.1617	-62.45726
0.1618	-62.27541
0.1619	-62.09352
0.162	-61.91159
0.1621	-61.72962
0.1622	-61.54762
0.1623	-61.36558
0.1624	-61.18349
0.1625	-61.00138
0.1626	-60.81922
0.1627	-60.63702
0.1628	-60.45479
0.1629	-60.27251
0.163	-60.0902
0.1631	-59.90785
0.1632	-59.72546
0.1633	-59.54303
0.1634	-59.36057
0.1635	-59.17806
0.1636	-58.99552
0.1637	-58.81293
0.1638	-58.63031
0.1639	-58.44765
0.164	-58.26495
0.1641	-58.08221
0.1642	-57.89943
0.1643	-57.71662
0.1644	-57.53376
0.1645	-57.35087
0.1646	-57.16793
0.1647	-56.98496
0.1648	-56.80195
0.1649	-56.6189
0.165	-56.4358
0.1651	-56.25267
0.1652	-56.0695
0.1653	-55.88629
0.1654	-55.70305
0.1655	-55.51976
0.1656	-55.33643
0.1657	-55.15306
0.1658	-54.96965
0.1659	-54.78621
0.166	-54.60272
0.1661	-54.4192
0.1662	-54.23563
0.1663	-54.05202
0.1664	-53.86838
0.1665	-53.68469
0.1666	-53.50097
0.1667	-53.3172
0.1668	-53.1334
0.1669	-52.94955
0.167	-52.76567
0.1671	-52.58174
0.1672	-52.39777
0.1673	-52.21377
0.1674	-52.02972
0.1675	-51.84563
0.1676	-51.66151
0.1677	-51.47734
0.1678	-51.29313
0.1679	-51.10888
0.168	-50.9246
0.1681	-50.74027
0.1682	-50.5559
0.1683	-50.37149
0.1684	-50.18703
0.1685	-50.00254
0.1686	-49.81801
0.1687	-49.63344
0.1688	-49.44882
0.1689	-49.26417
0.169	-49.07947
0.1691	-48.89474
0.1692	-48.70996
0.1693	-48.52514
0.1694	-48.34028
0.1695	-48.15538
0.1696	-47.97044
0.1697	-47.78545
0.1698	-47.60043
0.1699	-47.41536
0.17	-47.23025
0.1701	-47.04511
0.1702	-46.85992
0.1703	-46.67468
0.1704	-46.48941
0.1705	-46.3041
0.1706	-46.11874
0.1707	-45.93334
0.1708	-45.7479
0.1709	-45.56242
0.171	-45.3769
0.1711	-45.19133
0.1712	-45.00573
0.1713	-44.82008
0.1714	-44.63439
0.1715	-44.44866
0.1716	-44.26288
0.1717	-44.07707
0.1718	-43.89121
0.1719	-43.70531
0.172	-43.51936
0.1721	-43.33338
0.1722	-43.14735
0.1723	-42.96128
0.1724	-42.77517
0.1725	-42.58902
0.1726	-42.40282
0.1727	-42.21658
0.1728	-42.0303
0.1729	-41.84397
0.173	-41.65761
0.1731	-41.4712
0.1732	-41.28475
0.1733	-41.09825
0.1734	-40.91171
0.1735	-40.72513
0.1736	-40.53851
0.1737	-40.35184
0.1738	-40.16513
0.1739	-39.97838
0.174	-39.79158
0.1741	-39.60474
0.1742	-39.41786
0.1743	-39.23094
0.1744	-39.04397
0.1745	-38.85696
0.1746	-38.6699
0.1747	-38.4828
0.1748	-38.29566
0.1749	-38.10847
0.175	-37.92124
0.1751	-37.73397
0.1752	-37.54666
0.1753	-37.3593
0.1754	-37.17189
0.1755	-36.98444
0.1756	-36.79695
0.1757	-36.60942
0.1758	-36.42184
0.1759	-36.23421
0.176	-36.04655
0.1761	-35.85884
0.1762	-35.67108
0.1763	-35.48328
0.1764	-35.29544
0.1765	-35.10755
0.1766	-34.91962
0.1767	-34.73164
0.1768	-34.54362
0.1769	-34.35555
0.177	-34.16744
0.1771	-33.97929
0.1772	-33.79109
0.1773	-33.60285
0.1774	-33.41456
0.1775	-33.22622
0.1776	-33.03785
0.1777	-32.84942
0.1778	-32.66095
0.1779	-32.47244
0.178	-32.28388
0.1781	-32.09528
0.1782	-31.90663
0.1783	-31.71794
0.1784	-31.5292
0.1785	-31.34042
0.1786	-31.15159
0.1787	-30.96272
0.1788	-30.7738
0.1789	-30.58483
0.179	-30.39582
0.1791	-30.20676
0.1792	-30.01766
0.1793	-29.82851
0.1794	-29.63932
0.1795	-29.45008
0.1796	-29.2608
0.1797	-29.07147
0.1798	-28.88209
0.1799	-28.69267
0.18	-28.5032
0.1801	-28.31369
0.1802	-28.12413
0.1803	-27.93452
0.1804	-27.74487
0.1805	-27.55517
0.1806	-27.36542
0.1807	-27.17563
0.1808	-26.98579
0.1809	-26.79591
0.181	-26.60597
0.1811	-26.416
0.1812	-26.22597
0.1813	-26.0359
0.1814	-25.84578
0.1815	-25.65562
0.1816	-25.46541
0.1817	-25.27515
0.1818	-25.08484
0.1819	-24.89449
0.182	-24.70409
0.1821	-24.51364
0.1822	-24.32315
0.1823	-24.13261
0.1824	-23.94202
0.1825	-23.75138
0.1826	-23.5607
0.1827	-23.36997
0.1828	-23.17919
0.1829	-22.98836
0.183	-22.79749
0.1831	-22.60657
0.1832	-22.4156
0.1833	-22.22458
0.1834	-22.03352
0.1835	-21.84241
0.1836	-21.65125
0.1837	-21.46004
0.1838	-21.26878
0.1839	-21.07748
0.184	-20.88612
0.1841	-20.69472
0.1842	-20.50327
0.1843	-20.31177
0.1844	-20.12023
0.1845	-19.92863
0.1846	-19.73699
0.1847	-19.5453
0.1848	-19.35356
0.1849	-19.16177
0.185	-18.96993
0.1851	-18.77804
0.1852	-18.58611
0.1853	-18.39412
0.1854	-18.20209
0.1855	-18.01001
0.1856	-17.81787
0.1857	-17.62569
0.1858	-17.43346
0.1859	-17.24118
0.186	-17.04885
0.1861	-16.85648
0.1862	-16.66405
0.1863	-16.47157
0.1864	-16.27904
0.1865	-16.08647
0.1866	-15.89384
0.1867	-15.70116
0.1868	-15.50844
0.1869	-15.31566
0.187	-15.12284
0.1871	-14.92996
0.1872	-14.73704
0.1873	-14.54406
0.1874	-14.35103
0.1875	-14.15796
0.1876	-13.96483
0.1877	-13.77165
0.1878	-13.57843
0.1879	-13.38515
0.188	-13.19182
0.1881	-12.99844
0.1882	-12.80501
0.1883	-12.61153
0.1884	-12.418
0.1885	-12.22441
0.1886	-12.03078
0.1887	-11.8371
0.1888	-11.64336
0.1889	-11.44957
0.189	-11.25574
0.1891	-11.06185
0.1892	-10.86791
0.1893	-10.67391
0.1894	-10.47987
0.1895	-10.28578
0.1896	-10.09163
0.1897	-9.89743
0.1898	-9.70318
0.1899	-9.50888
0.19	-9.31453
0.1901	-9.12012
0.1902	-8.92566
0.1903	-8.73115
0.1904	-8.53659
0.1905	-8.34198
0.1906	-8.14731
0.1907	-7.95259
0.1908	-7.75782
0.1909	-7.563
0.191	-7.36812
0.1911	-7.1732
0.1912	-6.97821
0.1913	-6.78318
0.1914	-6.58809
0.1915	-6.39296
0.1916	-6.19776
0.1917	-6.00252
0.1918	-5.80722
0.1919	-5.61187
0.192	-5.41646
0.1921	-5.22101
0.1922	-5.0255
0.1923	-4.82993
0.1924	-4.63431
0.1925	-4.43864
0.1926	-4.24292
0.1927	-4.04714
0.1928	-3.85131
0.1929	-3.65542
0.193	-3.45948
0.1931	-3.26349
0.1932	-3.06744
0.1933	-2.87133
0.1934	-2.67518
0.1935	-2.47897
0.1936	-2.2827
0.1937	-2.08638
0.1938	-1.89001
0.1939	-1.69358
0.194	-1.4971
0.1941	-1.30056
0.1942	-1.10397
0.1943	-0.90732
0.1944	-0.71062
0.1945	-0.51386
0.1946	-0.31705
0.1947	-0.12018
0.1948	0.07674
0.1949	0.27372
0.195	0.47075
0.1951	0.66784
0.1952	0.86498
0.1953	1.06218
0.1954	1.25943
0.1955	1.45674
0.1956	1.65411
0.1957	1.85153
0.1958	2.04901
0.1959	2.24654
0.196	2.44413
0.1961	2.64178
0.1962	2.83948
0.1963	3.03724
0.1964	3.23506
0.1965	3.43293
0.1966	3.63086
0.1967	3.82884
0.1968	4.02688
0.1969	4.22498
0.197	4.42313
0.1971	4.62135
0.1972	4.81962
0.1973	5.01794
0.1974	5.21632
0.1975	5.41476
0.1976	5.61326
0.1977	5.81182
0.1978	6.01043
0.1979	6.2091
0.198	6.40783
0.1981	6.60661
0.1982	6.80545
0.1983	7.00435
0.1984	7.20331
0.1985	7.40233
0.1986	7.6014
0.1987	7.80054
0.1988	7.99973
0.1989	8.19898
0.199	8.39829
0.1991	8.59765
0.1992	8.79708
0.1993	8.99656
0.1994	9.1961
0.1995	9.3957
0.1996	9.59536
0.1997	9.79508
0.1998	9.99486
0.1999	10.1947
0.2	10.3946
0.2001	10.59455
0.2002	10.79457
0.2003	10.99464
0.2004	11.19478
0.2005	11.39497
0.2006	11.59522
0.2007	11.79554
0.2008	11.99591
0.2009	12.19635
0.201	12.39684
0.2011	12.59739
0.2012	12.79801
0.2013	12.99868
0.2014	13.19942
0.2015	13.40021
0.2016	13.60107
0.2017	13.80198
0.2018	14.00296
0.2019	14.204
0.202	14.4051
0.2021	14.60626
0.2022	14.80748
0.2023	15.00876
0.2024	15.21011
0.2025	15.41151
0.2026	15.61298
0.2027	15.81451
0.2028	16.0161
0.2029	16.21775
0.203	16.41946
0.2031	16.62124
0.2032	16.82308
0.2033	17.02498
0.2034	17.22694
0.2035	17.42896
0.2036	17.63105
0.2037	17.8332
0.2038	18.03541
0.2039	18.23768
0.204	18.44002
0.2041	18.64242
0.2042	18.84488
0.2043	19.04741
0.2044	19.25
0.2045	19.45265
0.2046	19.65537
0.2047	19.85815
0.2048	20.06099
0.2049	20.26389
0.205	20.46686
0.2051	20.6699
0.2052	20.87299
0.2053	21.07616
0.2054	21.27938
0.2055	21.48267
0.2056	21.68603
0.2057	21.88944
0.2058	22.09293
0.2059	22.29647
0.206	22.50009
0.2061	22.70376
0.2062	22.90751
0.2063	23.11131
0.2064	23.31518
0.2065	23.51912
0.2066	23.72312
0.2067	23.92719
0.2068	24.13132
0.2069	24.33552
0.207	24.53979
0.2071	24.74412
0.2072	24.94851
0.2073	25.15297
0.2074	25.3575
0.2075	25.56209
0.2076	25.76675
0.2077	25.97148
0.2078	26.17627
0.2079	26.38113
0.208	26.58606
0.2081	26.79105
0.2082	26.99611
0.2083	27.20124
0.2084	27.40643
0.2085	27.6117
0.2086	27.81702
0.2087	28.02242
0.2088	28.22788
0.2089	28.43341
0.209	28.63901
0.2091	28.84468
0.2092	29.05041
0.2093	29.25622
0.2094	29.46209
0.2095	29.66803
0.2096	29.87403
0.2097	30.08011
0.2098	30.28625
0.2099	30.49247
0.21	30.69875
0.2101	30.9051
0.2102	31.11152
0.2103	31.31801
0.2104	31.52457
0.2105	31.73119
0.2106	31.93789
0.2107	32.14466
0.2108	32.35149
0.2109	32.5584
0.211	32.76537
0.2111	32.97242
0.2112	33.17954
0.2113	33.38672
0.2114	33.59398
0.2115	33.80131
0.2116	34.0087
0.2117	34.21617
0.2118	34.42371
0.2119	34.63132
0.212	34.839
0.2121	35.04675
0.2122	35.25458
0.2123	35.46247
0.2124	35.67044
0.2125	35.87848
0.2126	36.08659
0.2127	36.29477
0.2128	36.50302
0.2129	36.71135
0.213	36.91975
0.2131	37.12822
0.2132	37.33676
0.2133	37.54538
0.2134	37.75406
0.2135	37.96282
0.2136	38.17166
0.2137	38.38057
0.2138	38.58955
0.2139	38.7986
0.214	39.00773
0.2141	39.21693
0.2142	39.4262
0.2143	39.63555
0.2144	39.84497
0.2145	40.05447
0.2146	40.26403
0.2147	40.47368
0.2148	40.6834
0.2149	40.89319
0.215	41.10306
0.2151	41.313
0.2152	41.52302
0.2153	41.73311
0.2154	41.94328
0.2155	42.15352
0.2156	42.36384
0.2157	42.57423
0.2158	42.7847
0.2159	42.99525
0.216	43.20587
0.2161	43.41657
0.2162	43.62734
0.2163	43.83819
0.2164	44.04912
0.2165	44.26012
0.2166	44.4712
0.2167	44.68236
0.2168	44.89359
0.2169	45.1049
0.217	45.31629
0.2171	45.52776
0.2172	45.7393
0.2173	45.95092
0.2174	46.16262
0.2175	46.3744
0.2176	46.58625
0.2177	46.79818
0.2178	47.0102
0.2179	47.22229
0.218	47.43445
0.2181	47.6467
0.2182	47.85903
0.2183	48.07143
0.2184	48.28392
0.2185	48.49648
0.2186	48.70912
0.2187	48.92184
0.2188	49.13465
0.2189	49.34753
0.219	49.56049
0.2191	49.77353
0.2192	49.98666
0.2193	50.19986
0.2194	50.41314
0.2195	50.62651
0.2196	50.83995
0.2197	51.05348
0.2198	51.26709
0.2199	51.48078
0.22	51.69455
0.2201	51.9084
0.2202	52.12233
0.2203	52.33635
0.2204	52.55045
0.2205	52.76463
0.2206	52.97889
0.2207	53.19323
0.2208	53.40766
0.2209	53.62217
0.221	53.83676
0.2211	54.05144
0.2212	54.2662
0.2213	54.48104
0.2214	54.69597
0.2215	54.91098
0.2216	55.12607
0.2217	55.34125
0.2218	55.55652
0.2219	55.77186
0.222	55.98729
0.2221	56.20281
0.2222	56.41841
0.2223	56.6341
0.2224	56.84987
0.2225	57.06572
0.2226	57.28167
0.2227	57.49769
0.2228	57.71381
0.2229	57.93
0.223	58.14629
0.2231	58.36266
0.2232	58.57912
0.2233	58.79566
0.2234	59.01229
0.2235	59.22901
0.2236	59.44582
0.2237	59.66271
0.2238	59.87969
0.2239	60.09676
0.224	60.31391
0.2241	60.53115
0.2242	60.74848
0.2243	60.9659
0.2244	61.18341
0.2245	61.40101
0.2246	61.61869
0.2247	61.83647
0.2248	62.05433
0.2249	62.27228
0.225	62.49032
0.2251	62.70845
0.2252	62.92668
0.2253	63.14499
0.2254	63.36339
0.2255	63.58188
0.2256	63.80046
0.2257	64.01913
0.2258	64.2379
0.2259	64.45675
0.226	64.6757
0.2261	64.89473
0.2262	65.11386
0.2263	65.33308
0.2264	65.55239
0.2265	65.7718
0.2266	65.99129
0.2267	66.21088
0.2268	66.43056
0.2269	66.65034
0.227	66.8702
0.2271	67.09016
0.2272	67.31022
0.2273	67.53036
0.2274	67.75061
0.2275	67.97094
0.2276	68.19137
0.2277	68.41189
0.2278	68.63251
0.2279	68.85322
0.228	69.07403
0.2281	69.29493
0.2282	69.51593
0.2283	69.73702
0.2284	69.95821
0.2285	70.1795
0.2286	70.40088
0.2287	70.62235
0.2288	70.84393
0.2289	71.0656
0.229	71.28736
0.2291	71.50923
0.2292	71.73119
0.2293	71.95324
0.2294	72.1754
0.2295	72.39765
0.2296	72.62001
0.2297	72.84245
0.2298	73.065
0.2299	73.28765
0.23	73.5104
0.2301	73.73324
0.2302	73.95618
0.2303	74.17923
0.2304	74.40237
0.2305	74.62561
0.2306	74.84895
0.2307	75.0724
0.2308	75.29594
0.2309	75.51958
0.231	75.74333
0.2311	75.96718
0.2312	76.19112
0.2313	76.41517
0.2314	76.63932
0.2315	76.86357
0.2316	77.08793
0.2317	77.31239
0.2318	77.53695
0.2319	77.76161
0.232	77.98637
0.2321	78.21124
0.2322	78.43622
0.2323	78.66129
0.2324	78.88647
0.2325	79.11176
0.2326	79.33714
0.2327	79.56264
0.2328	79.78823
0.2329	80.01394
0.233	80.23975
0.2331	80.46566
0.2332	80.69168
0.2333	80.9178
0.2334	81.14404
0.2335	81.37037
0.2336	81.59682
0.2337	81.82337
0.2338	82.05003
0.2339	82.27679
0.234	82.50367
0.2341	82.73065
0.2342	82.95774
0.2343	83.18494
0.2344	83.41224
0.2345	83.63966
0.2346	83.86718
0.2347	84.09481
0.2348	84.32256
0.2349	84.55041
0.235	84.77837
0.2351	85.00644
0.2352	85.23463
0.2353	85.46292
0.2354	85.69133
0.2355	85.91984
0.2356	86.14847
0.2357	86.37721
0.2358	86.60606
0.2359	86.83502
0.236	87.0641
0.2361	87.29329
0.2362	87.52259
0.2363	87.752
0.2364	87.98153
0.2365	88.21117
0.2366	88.44093
0.2367	88.6708
0.2368	88.90079
0.2369	89.13089
0.237	89.3611
0.2371	89.59143
0.2372	89.82188
0.2373	90.05244
0.2374	90.28311
0.2375	90.51391
0.2376	90.74482
0.2377	90.97585
0.2378	91.20699
0.2379	91.43825
0.238	91.66963
0.2381	91.90113
0.2382	92.13275
0.2383	92.36448
0.2384	92.59634
0.2385	92.82831
0.2386	93.0604
0.2387	93.29261
0.2388	93.52495
0.2389	93.7574
0.239	93.98997
0.2391	94.22267
0.2392	94.45548
0.2393	94.68842
0.2394	94.92147
0.2395	95.15465
0.2396	95.38796
0.2397	95.62138
0.2398	95.85493
0.2399	96.0886
0.24	96.32239
0.2401	96.55631
0.2402	96.79035
0.2403	97.02452
0.2404	97.25881
0.2405	97.49323
0.2406	97.72777
0.2407	97.96243
0.2408	98.19723
0.2409	98.43214
0.241	98.66719
0.2411	98.90236
0.2412	99.13766
0.2413	99.37309
0.2414	99.60864
0.2415	99.84432
0.2416	100.08013
0.2417	100.31607
0.2418	100.55214
0.2419	100.78834
0.242	101.02466
0.2421	101.26112
0.2422	101.49771
0.2423	101.73443
0.2424	101.97128
0.2425	102.20826
0.2426	102.44537
0.2427	102.68261
0.2428	102.91999
0.2429	103.15749
0.243	103.39514
0.2431	103.63291
0.2432	103.87082
0.2433	104.10886
0.2434	104.34704
0.2435	104.58535
0.2436	104.82379
0.2437	105.06237
0.2438	105.30109
0.2439	105.53994
0.244	105.77893
0.2441	106.01806
0.2442	106.25732
0.2443	106.49672
0.2444	106.73626
0.2445	106.97593
0.2446	107.21575
0.2447	107.4557
0.2448	107.69579
0.2449	107.93602
0.245	108.1764
0.2451	108.41691
0.2452	108.65756
0.2453	108.89835
0.2454	109.13929
0.2455	109.38037
0.2456	109.62158
0.2457	109.86295
0.2458	110.10445
0.2459	110.3461
0.246	110.58789
0.2461	110.82982
0.2462	111.0719
0.2463	111.31413
0.2464	111.5565
0.2465	111.79901
0.2466	112.04167
0.2467	112.28448
0.2468	112.52743
0.2469	112.77053
0.247	113.01378
0.2471	113.25718
0.2472	113.50072
0.2473	113.74441
0.2474	113.98826
0.2475	114.23225
0.2476	114.47639
0.2477	114.72068
0.2478	114.96512
0.2479	115.20972
0.248	115.45446
0.2481	115.69936
0.2482	115.94441
0.2483	116.18961
0.2484	116.43497
0.2485	116.68048
0.2486	116.92614
0.2487	117.17196
0.2488	117.41794
0.2489	117.66406
0.249	117.91035
0.2491	118.15679
0.2492	118.40339
0.2493	118.65014
0.2494	118.89705
0.2495	119.14412
0.2496	119.39135
0.2497	119.63874
0.2498	119.88629
0.2499	120.13399
0.25	120.38186
0.2501	120.62989
0.2502	120.87808
0.2503	121.12643
0.2504	121.37494
0.2505	121.62362
0.2506	121.87246
0.2507	122.12146
0.2508	122.37062
0.2509	122.61995
0.251	122.86945
0.2511	123.11911
0.2512	123.36894
0.2513	123.61893
0.2514	123.86909
0.2515	124.11942
0.2516	124.36991
0.2517	124.62058
0.2518	124.87141
0.2519	125.12241
0.252	125.37358
0.2521	125.62492
0.2522	125.87644
0.2523	126.12812
0.2524	126.37998
0.2525	126.632
0.2526	126.88421
0.2527	127.13658
0.2528	127.38913
0.2529	127.64185
0.253	127.89475
0.2531	128.14782
0.2532	128.40107
0.2533	128.6545
0.2534	128.9081
0.2535	129.16188
0.2536	129.41584
0.2537	129.66998
0.2538	129.9243
0.2539	130.17879
0.254	130.43347
0.2541	130.68833
0.2542	130.94337
0.2543	131.19859
0.2544	131.45399
0.2545	131.70958
0.2546	131.96535
0.2547	132.22131
0.2548	132.47745
0.2549	132.73377
0.255	132.99028
0.2551	133.24698
0.2552	133.50387
0.2553	133.76094
0.2554	134.0182
0.2555	134.27565
0.2556	134.53329
0.2557	134.79112
0.2558	135.04914
0.2559	135.30736
0.256	135.56576
0.2561	135.82436
0.2562	136.08315
0.2563	136.34213
0.2564	136.60131
0.2565	136.86068
0.2566	137.12025
0.2567	137.38002
0.2568	137.63998
0.2569	137.90014
0.257	138.1605
0.2571	138.42106
0.2572	138.68181
0.2573	138.94277
0.2574	139.20393
0.2575	139.46529
0.2576	139.72685
0.2577	139.98861
0.2578	140.25058
0.2579	140.51276
0.258	140.77513
0.2581	141.03772
0.2582	141.3005
0.2583	141.5635
0.2584	141.8267
0.2585	142.09012
0.2586	142.35374
0.2587	142.61757
0.2588	142.88161
0.2589	143.14586
0.259	143.41033
0.2591	143.675
0.2592	143.93989
0.2593	144.205
0.2594	144.47032
0.2595	144.73585
0.2596	145.0016
0.2597	145.26757
0.2598	145.53375
0.2599	145.80016
0.26	146.06678
0.2601	146.33362
0.2602	146.60069
0.2603	146.86797
0.2604	147.13548
0.2605	147.40321
0.2606	147.67117
0.2607	147.93935
0.2608	148.20775
0.2609	148.47638
0.261	148.74524
0.2611	149.01433
0.2612	149.28364
0.2613	149.55319
0.2614	149.82296
0.2615	150.09297
0.2616	150.3632
0.2617	150.63367
0.2618	150.90438
0.2619	151.17532
0.262	151.44649
0.2621	151.7179
0.2622	151.98955
0.2623	152.26143
0.2624	152.53356
0.2625	152.80592
0.2626	153.07852
0.2627	153.35137
0.2628	153.62446
0.2629	153.89779
0.263	154.17136
0.2631	154.44518
