# time / s,     number of atoms
-9.837499999999987921e-02	-4.340000000000038184e+06
-9.446899999999969211e-02	-3.340000000000009779e+06
-9.056299999999994910e-02	-2.240000000000019558e+06
-8.665600000000006631e-02	2.679999999999904539e+06
-8.274999999999987921e-02	-3.200000000000424916e+05
-7.884399999999969211e-02	8.219999999999893829e+06
-7.493799999999994910e-02	1.979999999999898486e+06
-7.103100000000006631e-02	2.879999999999966007e+06
-6.712499999999987921e-02	-1.939999999999997206e+06
-6.321899999999969211e-02	-3.340000000000009779e+06
-5.931299999999994910e-02	-1.640000000000113621e+06
-5.540600000000006631e-02	1.579999999999914784e+06
-5.149999999999987921e-02	-2.840000000000064727e+06
-4.759399999999969211e-02	1.179999999999931082e+06
-4.368799999999994910e-02	2.079999999999998603e+06
-3.978100000000006631e-02	6.999999999999922700e+06
-3.587499999999987921e-02	3.079999999999888241e+06
-3.196899999999969211e-02	3.999999999999975786e+06
-2.806299999999994910e-02	-2.040000000000097323e+06
-2.415600000000006631e-02	-3.200000000000424916e+05
-2.024999999999987921e-02	2.279999999999920838e+06
-1.634399999999969211e-02	-8.060000000000011176e+06
-1.243799999999994910e-02	6.699999999999900348e+06
-8.531000000000066308e-03	-3.540000000000070781e+06
-4.624999999999879208e-03	-5.200000000001037261e+05
-7.189999999996921076e-04	5.799999999998861458e+05
3.187000000000050903e-03	5.199999999999927357e+06
7.093999999999933692e-03	8.419999999999955297e+06
1.100000000000012079e-02	2.107999999999998882e+07
1.490600000000030789e-02	2.699999999999994040e+07
1.881200000000005090e-02	3.533999999999995530e+07
2.271899999999993369e-02	3.473999999999991059e+07
2.662500000000012079e-02	5.193999999999989569e+07
3.053100000000030789e-02	4.720000000000002235e+07
3.443700000000005090e-02	5.223999999999993294e+07
3.834399999999993369e-02	6.057999999999994785e+07
4.225000000000012079e-02	6.459999999999993294e+07
4.615600000000030789e-02	7.815999999999989569e+07
5.006200000000005090e-02	7.453999999999988079e+07
5.396899999999993369e-02	8.579999999999989569e+07
5.787500000000012079e-02	8.489999999999997020e+07
6.178100000000030789e-02	8.439999999999989569e+07
6.568700000000005090e-02	8.579999999999989569e+07
6.959399999999993369e-02	9.483999999999992549e+07
7.350000000000012079e-02	1.031799999999999404e+08
7.740600000000030789e-02	1.056000000000000000e+08
8.131200000000005090e-02	1.087199999999999255e+08
8.521899999999993369e-02	1.129400000000000000e+08
8.912500000000012079e-02	1.191599999999999553e+08
9.303100000000030789e-02	1.186600000000000149e+08
9.693700000000005090e-02	1.323399999999999404e+08
1.008439999999999337e-01	1.193600000000000149e+08
1.047500000000001208e-01	1.218799999999998957e+08
1.086560000000003079e-01	1.302199999999999106e+08
1.125620000000000509e-01	1.362600000000000000e+08
1.164689999999999337e-01	1.356599999999999404e+08
1.203750000000001208e-01	1.333399999999999851e+08
1.242810000000003079e-01	1.382599999999999106e+08
1.281870000000000509e-01	1.338399999999999404e+08
1.320939999999999337e-01	1.348399999999999702e+08
1.360000000000001208e-01	1.325400000000000149e+08
1.399060000000003079e-01	1.474199999999999106e+08
1.438120000000000509e-01	1.378599999999999106e+08
1.477189999999999337e-01	1.439000000000000000e+08
1.516250000000001208e-01	1.471999999999999702e+08
1.555310000000003079e-01	1.516399999999999702e+08
1.594370000000000509e-01	1.516399999999999702e+08
1.633439999999999337e-01	1.601799999999999106e+08
1.672500000000001208e-01	1.639999999999999702e+08
1.711560000000003079e-01	1.529400000000000298e+08
1.750620000000000509e-01	1.579599999999999106e+08
1.789689999999999337e-01	1.664000000000000000e+08
1.828750000000001208e-01	1.613800000000000000e+08
1.867810000000003079e-01	1.710199999999999404e+08
1.906870000000000509e-01	1.664000000000000000e+08
1.945939999999999337e-01	1.617800000000000000e+08
1.985000000000001208e-01	1.728399999999999404e+08
2.024060000000003079e-01	1.760599999999999702e+08
2.063120000000000509e-01	1.786599999999999404e+08
2.102189999999999337e-01	1.765599999999999106e+08
2.141250000000001208e-01	1.840999999999999404e+08
2.180310000000003079e-01	1.858000000000000000e+08
2.219370000000000509e-01	1.868999999999999702e+08
2.258439999999999337e-01	1.859999999999999106e+08
2.297500000000001208e-01	1.831800000000000000e+08
2.336560000000003079e-01	1.763599999999999702e+08
2.375620000000000509e-01	1.815799999999999404e+08
2.414689999999999337e-01	1.880200000000000000e+08
2.453750000000001208e-01	1.809799999999999106e+08
2.492810000000003079e-01	1.739399999999999404e+08
2.531870000000000509e-01	1.840999999999999404e+08
2.570939999999999337e-01	1.750399999999999106e+08
2.610000000000001208e-01	1.848999999999999404e+08
2.649060000000003079e-01	1.849999999999998808e+08
2.688120000000000509e-01	1.840999999999999404e+08
2.727189999999999337e-01	1.841999999999999106e+08
2.766250000000001208e-01	1.838999999999999106e+08
2.805310000000003079e-01	1.861000000000000298e+08
2.844370000000000509e-01	1.859999999999999106e+08
2.883439999999999337e-01	1.982599999999999702e+08
2.922500000000001208e-01	1.875199999999999106e+08
2.961560000000003079e-01	1.808799999999999404e+08
3.000620000000000509e-01	1.840999999999999404e+08
3.039689999999999337e-01	1.915399999999999106e+08
3.078750000000001208e-01	1.855999999999999404e+08
3.117810000000003079e-01	1.903199999999999404e+08
3.156870000000000509e-01	1.901200000000000298e+08
3.195939999999999337e-01	1.964599999999999702e+08
3.235000000000001208e-01	1.917399999999999702e+08
3.274060000000003079e-01	1.912200000000000000e+08
3.313120000000000509e-01	1.913199999999999702e+08
3.352189999999999337e-01	1.877199999999999702e+08
3.391250000000001208e-01	1.941400000000000000e+08
3.430310000000003079e-01	1.911199999999999106e+08
3.469370000000000509e-01	1.905200000000000000e+08
3.508439999999999337e-01	1.966599999999998808e+08
3.547500000000001208e-01	1.962599999999999106e+08
3.586560000000003079e-01	1.937399999999998808e+08
3.625620000000000509e-01	1.939399999999999702e+08
3.664689999999999337e-01	1.990599999999999404e+08
3.703750000000001208e-01	1.918399999999999106e+08
3.742810000000003079e-01	1.940399999999999106e+08
3.781870000000000509e-01	1.916400000000000000e+08
3.820939999999999337e-01	1.865000000000000000e+08
3.860000000000001208e-01	1.872999999999999702e+08
3.899060000000003079e-01	1.827799999999999106e+08
3.938120000000000509e-01	1.886199999999999106e+08
3.977189999999999337e-01	1.987599999999999106e+08
4.016250000000001208e-01	1.833999999999999702e+08
4.055310000000003079e-01	1.966599999999998808e+08
4.094370000000000509e-01	1.944399999999999106e+08
4.133439999999999337e-01	1.926399999999999106e+08
4.172500000000001208e-01	2.016799999999999106e+08
4.211560000000003079e-01	1.962599999999999106e+08
4.250620000000000509e-01	1.984599999999998808e+08
4.289689999999999337e-01	2.021799999999999702e+08
4.328750000000001208e-01	1.957599999999999702e+08
4.367810000000003079e-01	2.037000000000000000e+08
4.406870000000000509e-01	1.992600000000000000e+08
4.445939999999999337e-01	1.981600000000000000e+08
4.485000000000001208e-01	1.994799999999999106e+08
4.524060000000003079e-01	2.002799999999998808e+08
4.563120000000000509e-01	2.048000000000000000e+08
4.602189999999999337e-01	2.003800000000000000e+08
4.641250000000001208e-01	2.041999999999999404e+08
4.680310000000003079e-01	1.956600000000000000e+08
4.719370000000000509e-01	2.058999999999999702e+08
4.758439999999999337e-01	2.041999999999999404e+08
4.797500000000001208e-01	2.041000000000000000e+08
4.836560000000003079e-01	2.014800000000000000e+08
4.875620000000000509e-01	2.016799999999999106e+08
4.914689999999999337e-01	1.996800000000000000e+08
4.953750000000001208e-01	1.985599999999999702e+08
4.992810000000003079e-01	2.049999999999998808e+08
5.031870000000000509e-01	2.015799999999999702e+08
5.070939999999999337e-01	2.035999999999998808e+08
5.110000000000001208e-01	1.980599999999999106e+08
5.149060000000003079e-01	1.957599999999999702e+08
5.188120000000000509e-01	2.006799999999998808e+08
5.227189999999999337e-01	1.874199999999999404e+08
5.266250000000001208e-01	1.923400000000000000e+08
5.305310000000003079e-01	1.919399999999998808e+08
5.344370000000000509e-01	1.921399999999999404e+08
5.383439999999999337e-01	1.924399999999999702e+08
